"loyalty_number","country","province","city","postal_code","gender","education","salary","marital_status","loyalty_card","clv","enrollment_type","enrollment_year","enrollment_month","cancellation_year","cancellation_month"
893294,"Canada","British Columbia","Vancouver","V1E 4R6","Female","Bachelor",76622,"Divorced","Aurora",10484.92,"Standard",2013,5,0,0
919285,"Canada","British Columbia","Vancouver","V5R 1W3","Female","Bachelor",76622,"Divorced","Aurora",10484.92,"Standard",2012,8,0,0
684491,"Canada","Ontario","Toronto","M2Z 4K1","Female","Bachelor",54340,"Married","Aurora",10487.74,"Standard",2016,12,0,0
405318,"Canada","Ontario","Ottawa","K1F 2R2","Male","Bachelor",59665,"Divorced","Aurora",10506.88,"Standard",2014,8,0,0
932526,"Canada","Ontario","London","M5B 3E4","Male","Bachelor",99260,"Married","Aurora",10570.79,"Standard",2017,10,0,0
323542,"Canada","New Brunswick","Fredericton","E3B 2H2","Female","Bachelor",100792,"Married","Aurora",10571.54,"Standard",2015,4,0,0
158560,"Canada","British Columbia","Vancouver","V6E 3D9","Male","Bachelor",59262,"Married","Star",4014.45,"Standard",2015,12,0,0
417584,"Canada","British Columbia","Vancouver","V5R 1W3","Male","Bachelor",59262,"Married","Star",4014.45,"Standard",2014,5,0,0
425854,"Canada","Ontario","Toronto","P1J 8T7","Female","High School or Below",39079,"Married","Star",4016.13,"Standard",2016,11,0,0
377322,"Canada","Alberta","Edmonton","T9G 1W3","Female","Bachelor",62518,"Married","Star",4023.81,"Standard",2016,5,0,0
511053,"Canada","Ontario","Toronto","M2M 7K8","Male","Bachelor",62518,"Married","Star",4023.81,"Standard",2015,3,0,0
796670,"Canada","Manitoba","Winnipeg","R2C 0M5","Female","Bachelor",47536,"Married","Star",4035.68,"Standard",2014,2,0,0
513081,"Canada","Alberta","Edmonton","T9G 1W3","Female","Bachelor",98320,"Married","Star",4037.5,"Standard",2015,11,0,0
930718,"Canada","Quebec","Montreal","H2T 2J6","Female","High School or Below",63577,"Married","Star",4037.55,"Standard",2015,7,0,0
235872,"Canada","Ontario","Toronto","P1J 8T7","Female","Doctor",89057,"Single","Star",4046.94,"Standard",2013,3,0,0
881142,"Canada","British Columbia","Vancouver","V1E 4R6","Female","Doctor",89057,"Single","Star",4046.94,"Standard",2016,9,5,5
295147,"Canada","British Columbia","Kelowna","V09 2E9","Male","Bachelor",99814,"Married","Star",4048.16,"Standard",2017,5,0,0
306110,"Canada","Ontario","Toronto","P1J 8T7","Male","Bachelor",64587,"Married","Star",4053.37,"Standard",2013,5,0,0
295217,"Canada","Ontario","Toronto","M1R 4K3","Female","Doctor",67411,"Divorced","Star",4059.57,"Standard",2016,6,0,0
967300,"Canada","Alberta","Edmonton","T9G 1W3","Male","Bachelor",62630,"Single","Aurora",6364.9,"2018 Promotion",2018,3,11,11
591731,"Canada","Ontario","Toronto","P2T 6G3","Male","Bachelor",51370,"Married","Star",4064.18,"Standard",2013,9,0,0
375511,"Canada","Quebec","Montreal","H2Y 2W2","Female","Bachelor",59300,"Single","Star",4070.05,"Standard",2014,7,0,0
485283,"Canada","Ontario","Toronto","P1J 8T7","Male","Bachelor",102479,"Single","Star",4072.85,"Standard",2017,9,0,0
216467,"Canada","New Brunswick","Fredericton","E3B 2H2","Male","Doctor",90995,"Married","Star",4083.56,"Standard",2014,7,0,0
637580,"Canada","Quebec","Montreal","H4G 3T4","Female","Bachelor",100792,"Married","Aurora",10571.54,"Standard",2013,1,0,0
131342,"Canada","Newfoundland","St. John's","A1C 6H9","Female","Bachelor",63015,"Married","Aurora",10581.28,"Standard",2016,5,0,0
331094,"Canada","Ontario","Kingston","M9K 2P4","Female","Bachelor",75512,"Divorced","Aurora",10592.59,"Standard",2018,5,0,0
424126,"Canada","Ontario","Ottawa","K1F 2R2","Male","Bachelor",100722,"Married","Aurora",10593.59,"Standard",2016,9,0,0
485040,"Canada","Ontario","Kingston","M9K 2P4","Female","Bachelor",57958,"Single","Aurora",10620.49,"Standard",2014,9,0,0
840376,"Canada","Yukon","Whitehorse","Y2K 6R0","Male","Bachelor",57958,"Single","Aurora",10620.49,"Standard",2016,12,0,0
488724,"Canada","Ontario","Toronto","M2Z 4K1","Male","Bachelor",58612,"Married","Aurora",10629.22,"Standard",2013,1,1,1
187887,"Canada","Quebec","Quebec City","G1B 3L5","Male","Bachelor",90480,"Married","Aurora",10633.5,"Standard",2015,1,0,0
188542,"Canada","Alberta","Peace River","T9O 2W2","Female","Bachelor",68823,"Single","Aurora",10640.94,"Standard",2015,10,0,0
331857,"Canada","Manitoba","Winnipeg","R2C 0M5","Male","Bachelor",46811,"Single","Nova",2827.33,"Standard",2015,11,0,0
289472,"Canada","Saskatchewan","Regina","S1J 3C5","Female","Bachelor",81116,"Divorced","Nova",3386.19,"Standard",2017,4,0,0
532419,"Canada","British Columbia","Dawson Creek","U5I 4F1","Male","Bachelor",35424,"Single","Star",38496.95,"2018 Promotion",2018,2,0,0
608850,"Canada","British Columbia","Dawson Creek","U5I 4F1","Male","Bachelor",85521,"Married","Nova",3387.2,"Standard",2015,3,0,0
788091,"Canada","Ontario","Toronto","M2Z 4K1","Male","Bachelor",85521,"Married","Nova",3387.2,"Standard",2013,10,0,0
110030,"Canada","Quebec","Montreal","H2T 2J6","Male","Bachelor",48851,"Married","Nova",3387.78,"Standard",2016,8,8,8
307136,"Canada","British Columbia","Victoria","V10 6T5","Female","Bachelor",48851,"Married","Nova",3387.78,"Standard",2018,7,0,0
277025,"Canada","British Columbia","Kelowna","V09 2E9","Female","Bachelor",92957,"Married","Nova",3394.72,"Standard",2017,1,9,9
484894,"Canada","Ontario","Toronto","M8Y 4K8","Female","Bachelor",92957,"Married","Nova",3394.72,"Standard",2012,5,0,0
789004,"Canada","Ontario","Toronto","P2T 6G3","Male","Bachelor",62620,"Divorced","Nova",3401.88,"Standard",2015,3,0,0
948325,"Canada","British Columbia","Vancouver","V6E 3D9","Male","Bachelor",62620,"Divorced","Nova",3401.88,"Standard",2017,4,0,0
958839,"Canada","Quebec","Montreal","H4G 3T4","Male","Doctor",90995,"Married","Star",4083.56,"Standard",2018,8,0,0
539673,"Canada","Ontario","Toronto","P5S 6R4","Female","Bachelor",49558,"Married","Star",4087.51,"Standard",2015,2,6,6
746226,"Canada","British Columbia","Whistler","V6T 1Y8","Female","Bachelor",63501,"Married","Star",4089.04,"Standard",2018,1,0,0
484718,"Canada","British Columbia","Vancouver","V6E 3Z3","Male","Bachelor",76367,"Single","Star",4089.46,"Standard",2012,6,0,0
528492,"Canada","Quebec","Hull","J8Y 3Z5","Male","Bachelor",60360,"Married","Star",4090.75,"Standard",2015,6,11,11
995091,"Canada","British Columbia","Whistler","V6T 1Y8","Female","Bachelor",55454,"Married","Star",4095.2,"Standard",2017,9,0,0
632793,"Canada","Quebec","Hull","J8Y 3Z5","Female","High School or Below",60370,"Single","Star",4097.37,"Standard",2016,6,0,0
912220,"Canada","British Columbia","Vancouver","V6E 3Z3","Male","High School or Below",60370,"Single","Star",4097.37,"Standard",2013,8,4,4
382197,"Canada","British Columbia","Vancouver","V6E 3Z3","Male","Bachelor",69367,"Married","Star",4100.47,"Standard",2017,10,6,6
123094,"Canada","British Columbia","Vancouver","V6E 3Z3","Female","Bachelor",92223,"Married","Star",4103.85,"Standard",2018,1,0,0
366540,"Canada","Alberta","Calgary","T3E 2V9","Female","Bachelor",90077,"Married","Aurora",7288.88,"2018 Promotion",2018,3,0,0
735846,"Canada","Ontario","Trenton","K8V 4B2","Male","Bachelor",95318,"Married","Star",4109.79,"Standard",2012,8,0,0
606026,"Canada","British Columbia","Vancouver","V6E 3Z3","Male","Bachelor",55207,"Single","Star",4110.62,"Standard",2015,7,0,0
460291,"Canada","British Columbia","West Vancouver","V6V 8Z3","Female","Bachelor",55476,"Divorced","Star",4111.2,"Standard",2015,9,0,0
743001,"Canada","British Columbia","Vancouver","V6E 3D9","Female","Bachelor",79533,"Married","Star",4111.89,"Standard",2017,5,0,0
869799,"Canada","Ontario","Toronto","P1W 1K4","Female","Bachelor",79533,"Married","Star",4111.89,"Standard",2015,3,0,0
520321,"Canada","Ontario","London","M5B 3E4","Female","Doctor",237245,"Married","Star",4112.84,"Standard",2015,9,5,5
170585,"Canada","Ontario","Thunder Bay","K8T 5M5","Male","Bachelor",82675,"Single","Star",4118.59,"Standard",2013,8,0,0
188340,"Canada","Ontario","Toronto","M2M 7K8","Male","Bachelor",82675,"Single","Star",4118.59,"Standard",2017,4,0,0
670817,"Canada","Ontario","Ottawa","K1F 2R2","Male","Bachelor",82675,"Single","Star",4118.59,"Standard",2016,12,0,0
779247,"Canada","Manitoba","Winnipeg","R2C 0M5","Male","Bachelor",86987,"Married","Star",4122.57,"Standard",2012,9,0,0
855351,"Canada","British Columbia","Vancouver","V5R 1W3","Male","Bachelor",73930,"Married","Nova",3402.78,"Standard",2013,2,10,10
328213,"Canada","Ontario","Toronto","P1W 1K4","Male","Bachelor",60050,"Divorced","Nova",3403.92,"Standard",2013,9,0,0
554104,"Canada","British Columbia","Vancouver","V6E 3D9","Female","Bachelor",60050,"Divorced","Nova",3403.92,"Standard",2015,6,0,0
260622,"Canada","Quebec","Quebec City","G1B 3L5","Female","Bachelor",94122,"Married","Nova",3409.68,"Standard",2012,11,0,0
692671,"Canada","British Columbia","Whistler","V6T 1Y8","Female","Bachelor",75564,"Married","Nova",3410.2,"Standard",2012,12,0,0
725807,"Canada","Quebec","Montreal","H2Y 2W2","Male","Bachelor",75564,"Married","Nova",3410.2,"Standard",2016,9,0,0
308991,"Canada","Quebec","Montreal","H2T 2J6","Male","High School or Below",56303,"Married","Nova",3413.62,"Standard",2015,8,0,0
330365,"Canada","British Columbia","West Vancouver","V6V 8Z3","Male","High School or Below",56303,"Married","Nova",3413.62,"Standard",2014,7,0,0
873488,"Canada","British Columbia","Vancouver","V1E 4R6","Male","Bachelor",63025,"Divorced","Nova",3417.2,"Standard",2012,8,0,0
126181,"Canada","Saskatchewan","Regina","S6J 3G0","Male","Bachelor",84929,"Married","Nova",3417.95,"Standard",2014,4,7,7
278898,"Canada","British Columbia","Vancouver","V1E 4R6","Female","Bachelor",61376,"Married","Nova",3419.11,"Standard",2017,3,10,10
597209,"Canada","New Brunswick","Fredericton","E3B 2H2","Male","Master",75327,"Married","Nova",3420.66,"Standard",2013,11,7,7
560104,"Canada","Quebec","Montreal","H2T 9K8","Female","Bachelor",104947,"Single","Nova",3423.82,"Standard",2018,5,0,0
941064,"Canada","New Brunswick","Fredericton","E3B 2H2","Female","Doctor",299662,"Married","Nova",3423.97,"Standard",2013,4,0,0
111255,"Canada","Quebec","Hull","J8Y 3Z5","Male","High School or Below",70272,"Married","Star",4122.96,"Standard",2013,3,0,0
763061,"Canada","Ontario","Toronto","P2T 6G3","Male","Bachelor",56845,"Married","Star",4126.61,"Standard",2014,4,0,0
766335,"Canada","Alberta","Edmonton","T9G 1W3","Male","Bachelor",67756,"Married","Aurora",7482.49,"2018 Promotion",2018,2,0,0
428919,"Canada","Quebec","Montreal","H2T 9K8","Female","Bachelor",58209,"Divorced","Star",4139.9,"Standard",2015,7,0,0
139863,"Canada","Quebec","Montreal","H2T 9K8","Male","Bachelor",67223,"Married","Star",4142.56,"Standard",2015,10,0,0
695755,"Canada","British Columbia","West Vancouver","V6V 8Z3","Female","Bachelor",79088,"Married","Star",4144.87,"Standard",2012,4,0,0
467182,"Canada","Alberta","Edmonton","T9G 1W3","Female","Bachelor",102347,"Married","Star",4160.02,"Standard",2013,12,10,10
601407,"Canada","Ontario","Toronto","M2M 7K8","Male","Bachelor",72809,"Married","Star",4165.17,"Standard",2015,9,0,0
700871,"Canada","Newfoundland","St. John's","A1C 6H9","Female","Bachelor",74567,"Married","Star",4165.25,"Standard",2015,12,0,0
203809,"Canada","Alberta","Edmonton","T3G 6Y6","Female","High School or Below",54160,"Married","Star",4165.35,"Standard",2012,7,0,0
469718,"Canada","Ontario","Toronto","P1J 8T7","Male","Bachelor",73544,"Married","Star",4167.42,"Standard",2013,1,0,0
164429,"Canada","British Columbia","Dawson Creek","U5I 4F1","Female","Bachelor",57852,"Single","Star",4169.36,"Standard",2012,9,0,0
708373,"Canada","Ontario","Toronto","M2P 4F6","Female","Bachelor",57852,"Single","Star",4169.36,"Standard",2017,3,0,0
225088,"Canada","British Columbia","Vancouver","V5R 1W3","Male","Bachelor",97991,"Married","Star",4170.34,"Standard",2015,9,0,0
100214,"Canada","British Columbia","Vancouver","V5R 1W3","Male","Bachelor",63253,"Married","Star",4170.57,"Standard",2015,8,0,0
347466,"Canada","Ontario","Kingston","M9K 2P4","Male","Bachelor",74963,"Single","Nova",3427.15,"Standard",2014,1,0,0
448654,"Canada","Yukon","Whitehorse","Y2K 6R0","Male","Bachelor",74963,"Single","Nova",3427.15,"Standard",2016,12,0,0
423432,"Canada","New Brunswick","Moncton","E1A 2A7","Female","Bachelor",71669,"Married","Nova",3430.32,"Standard",2016,5,0,0
936088,"Canada","Manitoba","Winnipeg","R2C 0M5","Female","Bachelor",54297,"Married","Star",4198.03,"2018 Promotion",2018,2,0,0
810338,"Canada","Alberta","Edmonton","T9G 1W3","Female","Bachelor",78993,"Married","Nova",3435.25,"Standard",2012,7,0,0
998192,"Canada","Manitoba","Winnipeg","R2C 0M5","Female","Bachelor",72026,"Single","Aurora",4997.78,"2018 Promotion",2018,4,0,0
349001,"Canada","Alberta","Edmonton","T9G 1W3","Female","Bachelor",54457,"Divorced","Nova",3436.13,"Standard",2015,4,0,0
748649,"Canada","British Columbia","Vancouver","V6E 3Z3","Female","Bachelor",54457,"Divorced","Nova",3436.13,"Standard",2016,3,0,0
815248,"Canada","Ontario","Toronto","M2P 4F6","Male","Bachelor",54457,"Divorced","Nova",3436.13,"Standard",2016,9,5,5
963814,"Canada","British Columbia","Vancouver","V1E 4R6","Male","Bachelor",54457,"Divorced","Nova",3436.13,"Standard",2013,11,0,0
999498,"Canada","Quebec","Montreal","H4G 3T4","Male","Bachelor",54457,"Divorced","Nova",3436.13,"Standard",2017,2,0,0
870857,"Canada","Quebec","Tremblant","H5Y 2S9","Female","Bachelor",54231,"Single","Nova",3436.45,"Standard",2012,8,0,0
640588,"Canada","Ontario","Kingston","M9K 2P4","Female","Bachelor",72819,"Married","Nova",3438.95,"Standard",2017,6,0,0
310853,"Canada","Ontario","Toronto","P2T 6G3","Female","Bachelor",103822,"Married","Nova",3439.09,"Standard",2012,7,0,0
579710,"Canada","British Columbia","Vancouver","V6E 3D9","Female","Bachelor",103822,"Married","Nova",3439.09,"Standard",2017,6,0,0
426533,"Canada","Ontario","Ottawa","K1F 2R2","Male","High School or Below",52132,"Married","Nova",3443.3,"Standard",2017,5,0,0
218277,"Canada","Quebec","Montreal","H2T 9K8","Male","High School or Below",71344,"Divorced","Nova",3449.49,"Standard",2016,5,0,0
232703,"Canada","British Columbia","Whistler","V6T 1Y8","Female","High School or Below",71344,"Divorced","Nova",3449.49,"Standard",2012,10,0,0
559261,"Canada","Ontario","Thunder Bay","K8T 5M5","Male","Bachelor",81726,"Single","Nova",3450.07,"Standard",2017,9,5,5
987425,"Canada","Ontario","London","M5B 3E4","Male","Bachelor",60626,"Married","Nova",3450.33,"Standard",2014,12,0,0
862096,"Canada","Ontario","Sudbury","M5V 1G5","Female","Bachelor",65281,"Married","Nova",3451.25,"Standard",2016,5,0,0
420738,"Canada","British Columbia","West Vancouver","V6V 8Z3","Female","Bachelor",80036,"Married","Nova",3452.41,"Standard",2013,12,0,0
106978,"Canada","Quebec","Montreal","H2Y 4R4","Female","Bachelor",81959,"Divorced","Nova",3455.23,"Standard",2012,12,0,0
224740,"Canada","Quebec","Montreal","H2T 9K8","Male","Bachelor",103005,"Married","Nova",3459.04,"Standard",2012,9,0,0
440885,"Canada","British Columbia","Whistler","V6T 1Y8","Male","Bachelor",103005,"Married","Nova",3459.04,"Standard",2016,4,0,0
215751,"Canada","British Columbia","Dawson Creek","U5I 4F1","Female","Doctor",100861,"Married","Nova",3460.67,"Standard",2016,2,10,10
459999,"Canada","Quebec","Tremblant","H5Y 2S9","Male","Bachelor",53465,"Single","Star",4170.69,"Standard",2017,9,0,0
553936,"Canada","Ontario","Toronto","P1J 8T7","Female","Bachelor",53465,"Single","Star",4170.69,"Standard",2014,12,8,8
268128,"Canada","Ontario","Toronto","P1W 1K4","Female","High School or Below",47663,"Married","Star",4177.88,"Standard",2013,1,0,0
947467,"Canada","British Columbia","Vancouver","V6E 3D9","Female","Bachelor",49937,"Married","Star",4196.43,"Standard",2015,2,0,0
580324,"Canada","British Columbia","Vancouver","V6E 3D9","Male","Bachelor",61113,"Married","Star",4198.03,"Standard",2013,6,0,0
845613,"Canada","Quebec","Montreal","H2Y 4R4","Male","Bachelor",54297,"Married","Star",4198.03,"Standard",2018,10,0,0
645919,"Canada","Alberta","Edmonton","T3G 6Y6","Female","Bachelor",66297,"Divorced","Aurora",7484.31,"2018 Promotion",2018,3,0,0
423324,"Canada","Quebec","Montreal","H2Y 2W2","Male","Bachelor",69599,"Divorced","Star",4200.37,"Standard",2017,12,0,0
101945,"Canada","Nova Scotia","Halifax","B3C 2M8","Male","Bachelor",86098,"Married","Star",4202.66,"Standard",2013,11,0,0
713636,"Canada","Ontario","London","M5B 3E4","Male","Doctor",48109,"Married","Star",4212.8,"Standard",2014,8,0,0
302509,"Canada","British Columbia","Dawson Creek","U5I 4F1","Male","Doctor",74238,"Married","Star",4213.92,"Standard",2017,3,0,0
675879,"Canada","Alberta","Edmonton","T3G 6Y6","Male","Bachelor",78617,"Married","Aurora",8000.55,"2018 Promotion",2018,2,0,0
404426,"Canada","British Columbia","Vancouver","V6E 3D9","Female","Doctor",99696,"Married","Star",4223.27,"Standard",2014,9,0,0
260106,"Canada","Manitoba","Winnipeg","R2C 0M5","Female","Bachelor",88876,"Single","Star",4228.25,"Standard",2013,6,4,4
827194,"Canada","Alberta","Edmonton","T3G 6Y6","Female","Bachelor",71450,"Married","Aurora",8255.76,"2018 Promotion",2018,3,0,0
397518,"Canada","Saskatchewan","Regina","S6J 3G0","Male","Bachelor",76056,"Married","Star",4235.18,"Standard",2018,1,9,9
645742,"Canada","Ontario","Kingston","M9K 2P4","Male","Bachelor",76056,"Married","Star",4235.18,"Standard",2014,8,8,8
872932,"Canada","Quebec","Montreal","H2Y 2W2","Male","High School or Below",72685,"Married","Star",4236.3,"Standard",2015,3,0,0
407945,"Canada","New Brunswick","Fredericton","E3B 2H2","Female","Bachelor",75108,"Married","Star",4236.47,"Standard",2012,12,0,0
211714,"Canada","British Columbia","Vancouver","V6E 3Z3","Female","Doctor",103572,"Married","Star",4236.84,"Standard",2015,6,0,0
410982,"Canada","Ontario","Trenton","K8V 4B2","Male","Master",132353,"Married","Star",4237.37,"Standard",2017,2,0,0
905213,"Canada","British Columbia","Vancouver","V6E 3D9","Female","Master",132353,"Married","Star",4237.37,"Standard",2015,10,0,0
761007,"Canada","Ontario","Toronto","P1J 8T7","Female","Master",128352,"Single","Star",4650.06,"Standard",2012,10,0,0
281777,"Canada","Manitoba","Winnipeg","R2C 0M5","Female","Bachelor",72897,"Married","Aurora",5638.26,"2018 Promotion",2018,4,0,0
413815,"Canada","Ontario","Ottawa","K1F 2R2","Female","Bachelor",67575,"Single","Nova",3465.53,"Standard",2012,10,0,0
213723,"Canada","Ontario","Kingston","M9K 2P4","Female","Bachelor",55845,"Married","Nova",3469.84,"Standard",2016,5,0,0
232203,"Canada","Saskatchewan","Regina","S1J 3C5","Female","Bachelor",101339,"Married","Nova",3470.18,"Standard",2016,5,0,0
124536,"Canada","Quebec","Hull","J8Y 3Z5","Female","Bachelor",53814,"Divorced","Nova",3478.89,"Standard",2013,10,1,1
161574,"Canada","British Columbia","Vancouver","V6E 3Z3","Female","Bachelor",53814,"Divorced","Nova",3478.89,"Standard",2018,12,0,0
979639,"Canada","British Columbia","Dawson Creek","U5I 4F1","Male","Bachelor",79589,"Married","Nova",3482.69,"Standard",2017,5,12,12
